"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"9330179D12Rik2",8.88487127223747e-05,0.240936785612293,0.01,0.093,1,"10","9330179D12Rik"
"Bod1l2",8.93868918757617e-05,0.728761893250738,0.218,0.457,1,"10","Bod1l"
"Katnbl13",8.99815532120792e-05,1.00146317405166,0.127,0.294,1,"10","Katnbl1"
"Ccdc9b",9.0410952734241e-05,4.03132159447122,0.056,0.018,1,"10","Ccdc9b"
"Gucy1a14",9.05995725331064e-05,1.17015906213844,0.076,0.206,1,"10","Gucy1a1"
"Ep3002",9.06059018553632e-05,0.602014561884816,0.264,0.547,1,"10","Ep300"
"Fam8a12",9.10599060392425e-05,0.538497752642877,0.041,0.146,1,"10","Fam8a1"
"Klhl201",9.11106206584515e-05,0.520118988628618,0.051,0.162,1,"10","Klhl20"
"Ssb1",9.13992489088011e-05,1.0196995442599,0.117,0.275,1,"10","Ssb"
"Gse14",9.17059894908309e-05,1.09445870543131,0.208,0.444,1,"10","Gse1"
"Aco11",9.18018196840729e-05,0.392122294769752,0.071,0.195,1,"10","Aco1"
"Lman11",9.27024391521926e-05,0.1871905465233,0.071,0.196,1,"10","Lman1"
"Thap22",9.31565436912876e-05,0.503307923638173,0.076,0.205,1,"10","Thap2"
"Zfp3172",9.38203543985648e-05,0.525780149575738,0.03,0.128,1,"10","Zfp317"
"Uimc11",9.39143631880721e-05,0.864398601778423,0.137,0.308,1,"10","Uimc1"
"Mthfsd2",9.41656812090878e-05,0.269957184270018,0.025,0.12,1,"10","Mthfsd"
"Creb1",9.43681866806988e-05,0.4333211858891,0.162,0.348,1,"10","Creb1"
"Fem1c2",9.45761072426942e-05,0.440231717720798,0.041,0.146,1,"10","Fem1c"
"Rbm61",9.48771703827659e-05,0.331168981230315,0.401,0.789,1,"10","Rbm6"
"Snd12",9.52993477771954e-05,0.692915436898756,0.31,0.645,1,"10","Snd1"
"Tpd522",9.56776961357006e-05,1.20367362119162,0.157,0.347,1,"10","Tpd52"
"Acin12",9.59843229506501e-05,0.715459043949624,0.284,0.588,1,"10","Acin1"
"Gm122584",9.73697931751192e-05,0.423347637001009,0.046,0.153,1,"10","Gm12258"
"Pcnx5",9.76134465916472e-05,0.630362282321108,0.315,0.631,1,"10","Pcnx"
"Rbm3",9.77459490637008e-05,0.186611847184465,0.056,0.17,1,"10","Rbm3"
"Erp292",9.78477664104567e-05,0.232744905021697,0.03,0.128,1,"10","Erp29"
"Aggf12",9.91847661637166e-05,1.08376186453872,0.081,0.213,1,"10","Aggf1"
"Ranbp31",9.92326580767138e-05,0.420389276127177,0.056,0.171,1,"10","Ranbp3"
"Atg4a2",9.93523328336923e-05,1.00026472622147,0.117,0.275,1,"10","Atg4a"
"Eef1akmt12",9.94870644787118e-05,0.106345171098198,0.01,0.092,1,"10","Eef1akmt1"
"Scyl33",9.97543281227497e-05,0.545540776974163,0.071,0.196,1,"10","Scyl3"
"Rreb11",9.99205383764907e-05,1.50662081182226,0.294,0.221,1,"10","Rreb1"
"Zfp4442",0.000100196421828596,0.267648936715118,0.02,0.11,1,"10","Zfp444"
"Acbd33",0.00010090859145486,0.814806898221948,0.086,0.222,1,"10","Acbd3"
"Styx3",0.000101224063738747,0.807022614948235,0.107,0.257,1,"10","Styx"
"Zcchc43",0.000101839132418143,0.7851465327101,0.066,0.188,1,"10","Zcchc4"
"Epn11",0.000101965178545572,0.289473675596966,0.036,0.136,1,"10","Epn1"
"Srsf6",0.000102207098809482,0.108943042801759,0.066,0.186,1,"10","Srsf6"
"Tcaim4",0.000103001974833173,0.529999772889872,0.061,0.179,1,"10","Tcaim"
"Osbpl23",0.000103286787956864,0.993654118344476,0.127,0.291,1,"10","Osbpl2"
"Nudt212",0.000103710568587346,0.516211015125846,0.056,0.17,1,"10","Nudt21"
"Zic31",0.000103852658657289,4.90075515216238,0.03,0.006,1,"10","Zic3"
"Arl4d",0.000104228701072318,3.50620704869467,0.036,0.008,1,"10","Arl4d"
"Taf5l1",0.000104249377485017,0.609068897347117,0.015,0.101,1,"10","Taf5l"
"Pcdh182",0.000104528593992341,4.8755869474809,0.03,0.006,1,"10","Pcdh18"
"Wdr111",0.000104673159011068,1.00269166762826,0.107,0.257,1,"10","Wdr11"
"Pcdh14",0.000104876749106892,1.02719038784599,0.081,0.214,1,"10","Pcdh1"
"Cebpd1",0.000105038267834277,4.2494674366142,0.03,0.006,1,"10","Cebpd"
"Uqcrc12",0.000105068209128066,0.475291180872206,0.041,0.145,1,"10","Uqcrc1"
"4932438A13Rik2",0.000105305225942552,0.31924365176374,0.36,0.737,1,"10","4932438A13Rik"
"Arhgap105",0.000105563280718259,0.452456958008892,0.203,0.417,1,"10","Arhgap10"
"Prkx1",0.000105910735223235,0.304140034045697,0.036,0.136,1,"10","Prkx"
"Ubap2l3",0.000106118984646822,0.664948539816077,0.269,0.555,1,"10","Ubap2l"
"Zfp261",0.000106331304017259,0.57038916868233,0.066,0.187,1,"10","Zfp26"
"Hibch2",0.000106598470138216,0.81052675182793,0.066,0.187,1,"10","Hibch"
"Rbbp71",0.000107416650096507,0.543691467088232,0.107,0.255,1,"10","Rbbp7"
"Golga51",0.000107661193310825,0.590784114860436,0.102,0.245,1,"10","Golga5"
"Prpf193",0.000107705551894262,0.186058102271659,0.025,0.118,1,"10","Prpf19"
"Max1",0.000108094209122471,1.14105202461419,0.102,0.246,1,"10","Max"
"Pphln11",0.000108111907309349,0.496040259246237,0.096,0.235,1,"10","Pphln1"
"Rell23",0.000108656353528988,0.353511710132249,0.01,0.091,1,"10","Rell2"
"Ldlrad43",0.00010888598141774,0.104069617048975,0.411,0.774,1,"10","Ldlrad4"
"Anxa62",0.000108909530907726,0.907439188673261,0.102,0.248,1,"10","Anxa6"
"Ipmk2",0.000109506370669483,0.415015686550477,0.041,0.144,1,"10","Ipmk"
"Wipi22",0.000110097144814028,0.797021822011063,0.096,0.238,1,"10","Wipi2"
"Otud51",0.000110171567406109,0.86967905161944,0.102,0.247,1,"10","Otud5"
"Fastk2",0.000110335303423869,0.376947427165464,0.03,0.127,1,"10","Fastk"
"Frg14",0.000110612114746214,0.142879074924481,0.071,0.194,1,"10","Frg1"
"Tatdn32",0.000110755677144927,0.126735087125786,0.046,0.152,1,"10","Tatdn3"
"Ttc5",0.00011114385855706,0.794682814624947,0.102,0.247,1,"10","Ttc5"
"5031425E22Rik1",0.000111302783655382,0.616295545371074,0.269,0.551,1,"10","5031425E22Rik"
"Mtg21",0.000111881798543169,0.317481415324763,0.046,0.152,1,"10","Mtg2"
"Ier3ip1",0.000111905564518548,0.319264848915068,0.03,0.127,1,"10","Ier3ip1"
"Ssbp34",0.000112482351844234,0.722656581849583,0.183,0.387,1,"10","Ssbp3"
"Ubap11",0.000113164613327635,0.302679263663241,0.081,0.21,1,"10","Ubap1"
"Ror23",0.000113457052538852,3.23631365359458,0.091,0.039,1,"10","Ror2"
"Kpna62",0.000113613958298663,0.288729871910701,0.056,0.169,1,"10","Kpna6"
"Taok21",0.000113617227954272,1.07614978444285,0.107,0.256,1,"10","Taok2"
"Wdr51",0.000113715677755911,0.786839873181178,0.036,0.136,1,"10","Wdr5"
"Zfp7461",0.000113722491311723,0.821044559627292,0.056,0.17,1,"10","Zfp746"
"Rab2a2",0.000114072678256659,0.652195784448233,0.294,0.595,1,"10","Rab2a"
"Thbs11",0.000114101818347694,5.16197585843905,0.015,0.002,1,"10","Thbs1"
"Isg15",0.000114101818347694,5.0577576680288,0.015,0.002,1,"10","Isg15"
"Lrrc32",0.000114101818347694,5.90667248850041,0.015,0.002,1,"10","Lrrc32"
