"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Pea15a3",0.000245517357446649,0.411929487882589,0.071,0.186,1,"10","Pea15a"
"Gas83",0.000246126290846748,0.83588600975332,0.036,0.129,1,"10","Gas8"
"Casd12",0.000246161219782093,0.733398776887584,0.086,0.212,1,"10","Casd1"
"Ypel3",0.000247743028091184,0.587308454487324,0.036,0.128,1,"10","Ypel3"
"Tmx12",0.000247992054443758,0.400838156353403,0.03,0.12,1,"10","Tmx1"
"Dbt",0.00024809453312274,0.142741696713206,0.03,0.12,1,"10","Dbt"
"Avl91",0.000248959212800273,0.695635650099084,0.132,0.289,1,"10","Avl9"
"Antxr14",0.000250152869767441,0.546108928846421,0.157,0.327,1,"10","Antxr1"
"Ppm1d2",0.000251888362265172,0.483632688417905,0.066,0.178,1,"10","Ppm1d"
"Gm157385",0.000254652197734507,0.837178485211938,0.051,0.154,1,"10","Gm15738"
"Slc25a422",0.000256091738386692,0.317844495371948,0.03,0.119,1,"10","Slc25a42"
"Azin11",0.00025690914717063,0.63626816003325,0.107,0.245,1,"10","Azin1"
"Shroom41",0.00026012843025772,2.43490168942282,0.193,0.124,1,"10","Shroom4"
"Ube2j11",0.000261026554469203,0.643612268884557,0.081,0.203,1,"10","Ube2j1"
"4430402I18Rik1",0.00026119777223682,0.328844373521074,0.03,0.119,1,"10","4430402I18Rik"
"Gpbp13",0.000261871472763176,0.851068574191112,0.178,0.368,1,"10","Gpbp1"
"BC0055371",0.000261949007938847,0.858992248920724,0.173,0.358,1,"10","BC005537"
"Pdxdc11",0.000261995614235475,1.02650338987518,0.168,0.352,1,"10","Pdxdc1"
"Sdhb2",0.000263401270190227,0.611855893028654,0.051,0.153,1,"10","Sdhb"
"Ddx3y2",0.00026411878979718,0.601670273146705,0.086,0.211,1,"10","Ddx3y"
"Slc38a102",0.000267178828488889,0.144627866602297,0.041,0.135,1,"10","Slc38a10"
"Ptp4a22",0.000267283440585281,0.984458970464347,0.157,0.333,1,"10","Ptp4a2"
"Hdgf2",0.000268359394969142,0.711304078986369,0.041,0.136,1,"10","Hdgf"
"Swi53",0.000268928776515041,0.396902588118737,0.046,0.144,1,"10","Swi5"
"Cox192",0.000270101107667821,0.731716907355785,0.036,0.128,1,"10","Cox19"
"3830406C13Rik2",0.000271344891192965,0.841697940430728,0.086,0.211,1,"10","3830406C13Rik"
"Vps9d13",0.000274166672401417,0.338626444002858,0.041,0.135,1,"10","Vps9d1"
"Atrip3",0.000274208943162561,0.888744693302772,0.051,0.153,1,"10","Atrip"
"Fam149b3",0.000274331845366689,1.0999879880747,0.152,0.324,1,"10","Fam149b"
"Alms12",0.000274727755341384,1.07075781586341,0.147,0.313,1,"10","Alms1"
"Efcab73",0.000274785379808436,0.28518433555967,0.041,0.136,1,"10","Efcab7"
"Ahctf1",0.000274850839314162,0.998217622604509,0.203,0.415,1,"10","Ahctf1"
"Sptlc2",0.000279482339885795,0.81390765823685,0.152,0.318,1,"10","Sptlc2"
"Msantd24",0.000280061433367967,1.11337396125241,0.173,0.359,1,"10","Msantd2"
"Hspb11",0.000280107853483849,0.412896916872177,0.025,0.11,1,"10","Hspb11"
"Trmu2",0.00028012042494854,0.403523694751877,0.03,0.119,1,"10","Trmu"
"Tmem38b2",0.000280790077650901,1.35732014007392,0.041,0.136,1,"10","Tmem38b"
"Vps541",0.000282971735411637,0.887179075174551,0.254,0.512,1,"10","Vps54"
"Tkt2",0.000283362982973133,0.416637217480308,0.041,0.135,1,"10","Tkt"
"Zfp6721",0.000283363133343904,0.683277214014203,0.071,0.186,1,"10","Zfp672"
"Trak12",0.000283733636377401,1.02704615781022,0.234,0.474,1,"10","Trak1"
"Rwdd13",0.000284595133329871,0.348384576745866,0.051,0.152,1,"10","Rwdd1"
"Tsc22d21",0.000285335951765659,0.706064561629265,0.228,0.457,1,"10","Tsc22d2"
"Crkl3",0.000285597023491415,0.425618430966847,0.071,0.185,1,"10","Crkl"
"Znrf2",0.000286371189350725,0.591123892820722,0.076,0.193,1,"10","Znrf2"
"Fbxo221",0.000286755971872196,0.363273031344315,0.03,0.118,1,"10","Fbxo22"
"Ube2e11",0.000287931535668252,0.570066315058565,0.091,0.219,1,"10","Ube2e1"
"Fam204a2",0.000289146489687755,0.616893272744063,0.081,0.202,1,"10","Fam204a"
"A830082N09Rik2",0.000293201050295073,0.345193060365296,0.02,0.101,1,"10","A830082N09Rik"
"Utp41",0.00029335315786433,0.783912228743482,0.056,0.16,1,"10","Utp4"
"Prnp1",0.000294135490098589,0.64424018611119,0.142,0.302,1,"10","Prnp"
"Nup501",0.000297240876251325,0.828518382955578,0.041,0.135,1,"10","Nup50"
"Emc101",0.000297996159864401,0.702677079777985,0.025,0.109,1,"10","Emc10"
"Gtf2f13",0.000298630206938691,0.495247395957786,0.025,0.109,1,"10","Gtf2f1"
"Pcdh193",0.000299743714849787,0.560781414905995,0.102,0.233,1,"10","Pcdh19"
"Eif1ax1",0.000299795878719052,0.618930665683114,0.02,0.1,1,"10","Eif1ax"
"Marf11",0.000300923846856016,1.01197391635785,0.183,0.377,1,"10","Marf1"
"Rrbp12",0.000300997086765603,1.94745936820848,0.284,0.224,1,"10","Rrbp1"
"Nr1h4",0.00030123954773348,5.94300246778122,0.015,0.002,1,"10","Nr1h4"
"Gypc",0.00030123954773348,6.1552064354405,0.015,0.002,1,"10","Gypc"
"Wdr32",0.000301592696637601,0.69809556215377,0.036,0.127,1,"10","Wdr3"
"1810062G17Rik",0.000302020696643176,4.82804474273908,0.015,0.002,1,"10","1810062G17Rik"
"Exoc3l41",0.000302020696643176,4.57173578328497,0.015,0.002,1,"10","Exoc3l4"
"Map7d1",0.000302936503898579,0.836695718520796,0.086,0.209,1,"10","Map7d1"
"Psmd122",0.000302948851561372,0.359012152662393,0.061,0.168,1,"10","Psmd12"
"Zc3h7b3",0.000303581189021447,0.701769829995852,0.086,0.211,1,"10","Zc3h7b"
"Serpine1",0.000303588688646228,4.46144764173432,0.015,0.002,1,"10","Serpine1"
"Tle14",0.00030482831722199,0.750662830805372,0.203,0.413,1,"10","Tle1"
"Rnf1411",0.00030579410395334,0.250044068262073,0.076,0.19,1,"10","Rnf141"
"Tsen24",0.000305937682218559,0.948766540072489,0.066,0.177,1,"10","Tsen2"
"Ecscr",0.00030674756873224,3.63985980054476,0.015,0.002,1,"10","Ecscr"
"Mia32",0.000307108230971109,1.19797791872944,0.203,0.416,1,"10","Mia3"
"Unkl2",0.000307428191183871,0.693809580132057,0.081,0.201,1,"10","Unkl"
"Anapc15",0.000308249039744958,0.864103158016511,0.218,0.441,1,"10","Anapc1"
"Dhx91",0.000309209501080681,0.997681754778265,0.183,0.377,1,"10","Dhx9"
"Pkn1",0.000310519069019136,0.956312497114675,0.112,0.251,1,"10","Pkn1"
"Arf6",0.000310940527480708,4.18411639766107,0.025,0.005,1,"10","Arf6"
"Khsrp1",0.000312246316997111,0.631578032271551,0.051,0.151,1,"10","Khsrp"
"Blm2",0.000313377391978664,0.774728849701939,0.056,0.159,1,"10","Blm"
"Atg143",0.000314086436826324,0.455645385214128,0.051,0.151,1,"10","Atg14"
"Catsper23",0.000315653793544971,0.491215165914983,0.03,0.118,1,"10","Catsper2"
"Csde12",0.000316487981566835,0.763143681043558,0.228,0.463,1,"10","Csde1"
"Yy11",0.000316936310005837,0.647193156256166,0.137,0.292,1,"10","Yy1"
"Kdm2b3",0.000317271500400292,0.437638643984777,0.127,0.273,1,"10","Kdm2b"
"Cdc37l11",0.000317653524881999,0.507795451611273,0.315,0.6,1,"10","Cdc37l1"
"Adpgk2",0.000320003801604982,0.284697803889058,0.015,0.091,1,"10","Adpgk"
"Calcoco11",0.000322657286023048,0.747370773147145,0.066,0.177,1,"10","Calcoco1"
"Tfcp2l11",0.00032266341683321,3.00662897087321,0.025,0.005,1,"10","Tfcp2l1"
"Abi3bp4",0.00032336758891839,0.263957688170093,0.03,0.117,1,"10","Abi3bp"
"Polg1",0.000324132429776677,0.772712080341207,0.096,0.226,1,"10","Polg"
"Zbtb7a1",0.000325169697836566,0.351258397429717,0.03,0.117,1,"10","Zbtb7a"
"Slc5a31",0.000326141523184404,0.522406154294454,0.036,0.126,1,"10","Slc5a3"
"Mapkbp11",0.000326781062295612,1.26217208134806,0.127,0.278,1,"10","Mapkbp1"
"Fam45a1",0.000327330124360063,0.483493394958312,0.071,0.184,1,"10","Fam45a"
"Sgms21",0.000329008289249018,3.45253699375294,0.071,0.028,1,"10","Sgms2"
"Slk1",0.000329036984935866,0.753029462527471,0.183,0.37,1,"10","Slk"
"Sfxn41",0.000330681428426386,0.139281978601987,0.041,0.133,1,"10","Sfxn4"
"Naxd1",0.000331531348330399,0.282984154369613,0.051,0.151,1,"10","Naxd"
"Rai26",0.000331561261306906,0.475021912191177,0.046,0.143,1,"10","Rai2"
"Trpc64",0.000336177499339438,0.114982491681412,0.071,0.181,1,"10","Trpc6"
"Nop142",0.000338597521784945,0.377287617440384,0.025,0.108,1,"10","Nop14"
"Sirt21",0.000339456657177239,0.685671673649858,0.071,0.184,1,"10","Sirt2"
"Cntnap12",0.000339659394866086,0.914375651373758,0.041,0.134,1,"10","Cntnap1"
"Lsm1",0.000339963068168451,0.319963797120906,0.056,0.159,1,"10","Lsm1"
"Slc39a92",0.000340530437139176,0.512563454105285,0.061,0.167,1,"10","Slc39a9"
"Zc3h7a",0.000342067456030425,0.884906191182135,0.234,0.467,1,"10","Zc3h7a"
"Dtnbp13",0.000349573015736555,0.924530709682921,0.132,0.286,1,"10","Dtnbp1"
"Cul11",0.000349908214102228,0.673082579147,0.279,0.555,1,"10","Cul1"
"Eny23",0.00035017240640383,0.838414694895611,0.096,0.226,1,"10","Eny2"
"Lpcat32",0.000351586482086537,0.237003933895151,0.081,0.197,1,"10","Lpcat3"
"Rab11a2",0.000351714092033295,0.598498194093951,0.056,0.158,1,"10","Rab11a"
"Hgsnat",0.000352366155654227,0.629182942626468,0.081,0.2,1,"10","Hgsnat"
"Klhl6",0.000353623968278016,2.05015852617623,0.03,0.007,1,"10","Klhl6"
"Hyou12",0.000354692274630389,0.233229247897873,0.025,0.108,1,"10","Hyou1"
"Glod41",0.000355243392725304,0.591068080207849,0.041,0.133,1,"10","Glod4"
"Gps11",0.00035568424748968,0.265753991966765,0.015,0.09,1,"10","Gps1"
"Kif1c2",0.000357121725329426,0.636871278500558,0.061,0.167,1,"10","Kif1c"
"Mob21",0.000357506029138633,0.773359847542949,0.091,0.215,1,"10","Mob2"
"Dph72",0.000360986966195547,0.508009299454445,0.036,0.124,1,"10","Dph7"
"Ccdc28b1",0.000362267008697557,0.22061213565555,0.046,0.14,1,"10","Ccdc28b"
"Zfp9452",0.000365357419421339,0.51412238947154,0.061,0.166,1,"10","Zfp945"
"Uap13",0.000366353403051718,0.807834526442772,0.03,0.116,1,"10","Uap1"
"9530077C05Rik4",0.000366502962847406,0.561280322065129,0.03,0.116,1,"10","9530077C05Rik"
"Parp9",0.000367147676392925,2.68817761135234,0.061,0.022,1,"10","Parp9"
"Ncoa2",0.000369404347257352,0.200555234097493,0.416,0.816,1,"10","Ncoa2"
"2410002F23Rik1",0.000370040865760198,0.377728526603251,0.02,0.099,1,"10","2410002F23Rik"
"Smc62",0.00037078885575409,1.30204622506497,0.198,0.404,1,"10","Smc6"
"Atad51",0.000373008685077723,0.730123387237319,0.041,0.133,1,"10","Atad5"
"Add31",0.000374972889464436,1.60458458561948,0.457,0.512,1,"10","Add3"
"Ptgis",0.000376357191104228,4.66754614183484,0.041,0.012,1,"10","Ptgis"
"Pwwp3a1",0.00037637742682926,0.87146336509096,0.056,0.157,1,"10","Pwwp3a"
"Cdc25b4",0.000376676725782925,0.66670134685649,0.02,0.098,1,"10","Cdc25b"
"Wbp43",0.000377405399915178,0.59841949402685,0.081,0.199,1,"10","Wbp4"
"Apip2",0.000380852764756498,0.282195690584624,0.03,0.116,1,"10","Apip"
"Fam114a1",0.000382547773817721,2.65346929171735,0.066,0.025,1,"10","Fam114a1"
"Mapkap12",0.000383094901096805,0.72803102278422,0.284,0.569,1,"10","Mapkap1"
"Snx61",0.000384023913526768,0.882131806344964,0.152,0.318,1,"10","Snx6"
"Npm13",0.000385144386100221,0.48870993483899,0.051,0.148,1,"10","Npm1"
"B430010I23Rik1",0.000386205787159787,3.10290000784582,0.066,0.025,1,"10","B430010I23Rik"
"Clk22",0.00038653901015201,0.645000853267596,0.086,0.207,1,"10","Clk2"
"Cbx51",0.000387224603729336,1.02163014846534,0.173,0.352,1,"10","Cbx5"
"Tmem2371",0.000388219347366839,0.277721681095978,0.03,0.116,1,"10","Tmem237"
"Elac13",0.000391092176631006,0.325247565311146,0.03,0.115,1,"10","Elac1"
"Bbx2",0.000391743572726407,1.08430137243039,0.234,0.47,1,"10","Bbx"
"Pnkp1",0.000391992137088582,0.573153146115846,0.025,0.107,1,"10","Pnkp"
"4930549G23Rik1",0.000394131925975831,0.192952057759815,0.025,0.107,1,"10","4930549G23Rik"
"Dkk33",0.000395865534196964,0.324476828685209,0.091,0.214,1,"10","Dkk3"
"Slc30a71",0.000396297001045357,1.07707190533343,0.122,0.268,1,"10","Slc30a7"
"Prpf40a3",0.000396299701440362,0.728077901653329,0.289,0.584,1,"10","Prpf40a"
"Pofut13",0.000399234723885256,0.606437485292896,0.076,0.191,1,"10","Pofut1"
"March6",0.000399680225691835,1.22010677112647,0.269,0.546,1,"10","March6"
"Iffo1",0.000400660063724794,0.568752082688659,0.096,0.222,1,"10","Iffo1"
"Arvcf1",0.0004034744249057,0.160389307470163,0.041,0.132,1,"10","Arvcf"
"Wiz1",0.000404237408715548,0.282887516973621,0.041,0.132,1,"10","Wiz"
"Ubxn2a2",0.000404917151325935,0.95867123258501,0.071,0.182,1,"10","Ubxn2a"
"Cyhr11",0.000407671253376082,0.534971202636993,0.046,0.14,1,"10","Cyhr1"
"Lmcd11",0.000408059582677966,3.62328950896733,0.051,0.017,1,"10","Lmcd1"
"Hspbap14",0.000408265965086675,0.614556277539127,0.051,0.148,1,"10","Hspbap1"
"Pabpc11",0.000409335231976155,0.646436575892996,0.086,0.206,1,"10","Pabpc1"
"Becn12",0.000409706036326878,0.857207062090928,0.112,0.249,1,"10","Becn1"
"Rpap23",0.000410811743154319,0.690178105125857,0.066,0.174,1,"10","Rpap2"
"Unk1",0.00041231566734425,0.673613177594937,0.071,0.182,1,"10","Unk"
"Mtmr16",0.000412639225901757,0.808231280392845,0.157,0.328,1,"10","Mtmr1"
"Otud33",0.000414908584046601,0.361187421569292,0.041,0.132,1,"10","Otud3"
"A430033K04Rik3",0.000417315655790197,0.464959805818456,0.056,0.156,1,"10","A430033K04Rik"
"Fam168b1",0.000418307454339091,0.752087568497552,0.132,0.282,1,"10","Fam168b"
"Gid42",0.000418580563402935,0.269183267175152,0.051,0.148,1,"10","Gid4"
"Blcap2",0.000419667543667405,0.557972873222337,0.056,0.157,1,"10","Blcap"
"Smco42",0.000426262974973156,3.83389481071936,0.066,0.026,1,"10","Smco4"
"Letm11",0.000426642582837845,0.673791481971047,0.061,0.165,1,"10","Letm1"
"Rpl7l1",0.000428034765170533,0.164826324122806,0.025,0.106,1,"10","Rpl7l1"
"Slc35a33",0.000430630155194619,0.948982648309659,0.086,0.207,1,"10","Slc35a3"
"Skil2",0.000431148553233976,0.76660558148016,0.081,0.198,1,"10","Skil"
"Ppwd13",0.000436228600224309,0.736835970867079,0.086,0.206,1,"10","Ppwd1"
"Lrrfip22",0.000436911832456209,0.936569035800918,0.254,0.499,1,"10","Lrrfip2"
"Pdlim73",0.000437081340950509,1.38014718213015,0.076,0.191,1,"10","Pdlim7"
"Coq10a1",0.000439342024348154,0.193413016817631,0.025,0.106,1,"10","Coq10a"
"Intu1",0.000443744524126393,1.15227695194245,0.061,0.165,1,"10","Intu"
"B3galnt13",0.000444502584946689,0.515811200996244,0.03,0.114,1,"10","B3galnt1"
"Ubr13",0.000449426142569708,0.988116804510509,0.274,0.545,1,"10","Ubr1"
"Il343",0.000450908119099424,3.74218263042624,0.183,0.12,1,"10","Il34"
"Heatr11",0.000452397269313037,0.549082634478237,0.061,0.164,1,"10","Heatr1"
"Dus23",0.000455260717599045,0.699588057086869,0.041,0.131,1,"10","Dus2"
"Prr121",0.000456636871118721,0.340564413252713,0.036,0.122,1,"10","Prr12"
"Arhgap183",0.000458013949342013,0.904836265549578,0.142,0.298,1,"10","Arhgap18"
"9430015G10Rik4",0.000458889580366541,0.331177658132436,0.02,0.097,1,"10","9430015G10Rik"
"Ctso2",0.000458934161484535,2.19701686155905,0.112,0.056,1,"10","Ctso"
"Ythdc12",0.000458982132930932,0.829232824831163,0.254,0.505,1,"10","Ythdc1"
"Pdk13",0.000459653843005425,0.8436352072688,0.096,0.222,1,"10","Pdk1"
"Ssh12",0.000462750399129636,0.494516682417045,0.061,0.164,1,"10","Ssh1"
"Slc25a332",0.000463526369392323,0.803968753284362,0.051,0.148,1,"10","Slc25a33"
"Ctps1",0.000464443746409239,0.135721086271824,0.061,0.163,1,"10","Ctps"
"Mettl41",0.000465445871758956,0.86415816854826,0.041,0.131,1,"10","Mettl4"
"Eif4a13",0.000466332979587859,0.735112492711636,0.091,0.213,1,"10","Eif4a1"
"Ppp4r3b2",0.000466913140476042,0.903267977594941,0.228,0.454,1,"10","Ppp4r3b"
"Rab234",0.000466975870694685,0.156471215926756,0.036,0.122,1,"10","Rab23"
"Rnf1681",0.000469052060386181,0.958525805520745,0.066,0.172,1,"10","Rnf168"
"Sdad1",0.000476698555343191,0.98615731392527,0.046,0.139,1,"10","Sdad1"
"Kcnk22",0.000479197266575687,1.12967396436055,0.152,0.315,1,"10","Kcnk2"
"Wrnip11",0.000479783663803764,0.459677554248819,0.036,0.122,1,"10","Wrnip1"
"Dpp42",0.00047982563054523,3.83210671123757,0.071,0.029,1,"10","Dpp4"
"Prdm22",0.000480015535434619,0.807205188691666,0.208,0.413,1,"10","Prdm2"
"Psmd6",0.000484671071017925,0.281055932925528,0.02,0.096,1,"10","Psmd6"
"Usp212",0.0004860737903101,0.281269040396497,0.036,0.122,1,"10","Usp21"
"Cox5a4",0.000486264264581117,0.528123521446683,0.036,0.122,1,"10","Cox5a"
"Zfp5073",0.00048650548257735,1.24112299230619,0.096,0.223,1,"10","Zfp507"
"Mrps62",0.000488943483985952,0.309616050838256,0.046,0.139,1,"10","Mrps6"
"Supt62",0.000489934928707783,0.851241354748207,0.162,0.334,1,"10","Supt6"
"Lhfp2",0.000492643093256482,2.33067609823026,0.32,0.276,1,"10","Lhfp"
"Msl22",0.000492862033972436,0.791471931392001,0.132,0.279,1,"10","Msl2"
"Mtmr61",0.000496716573748215,0.956496422472687,0.137,0.289,1,"10","Mtmr6"
"Sec22b3",0.000500869163552098,0.842238285816536,0.076,0.188,1,"10","Sec22b"
"Crebl22",0.000506041556917686,0.360189641102358,0.051,0.146,1,"10","Crebl2"
"Usp19",0.000508077820376098,0.933109596860968,0.061,0.163,1,"10","Usp19"
"Ddrgk11",0.00050902954731796,0.367355295863004,0.046,0.138,1,"10","Ddrgk1"
"2700049A03Rik1",0.000513379426841986,1.01430141024799,0.127,0.273,1,"10","2700049A03Rik"
"Gm200633",0.00051366244988394,1.12906980332456,0.02,0.096,1,"10","Gm20063"
"Rtel11",0.000514896313193584,0.181516000785576,0.025,0.104,1,"10","Rtel1"
"Ninl4",0.000516904180498495,0.875464329832851,0.056,0.155,1,"10","Ninl"
"Nup1331",0.000518625451427427,0.715044443801772,0.051,0.146,1,"10","Nup133"
"Jarid23",0.000524407710371109,0.542053800882499,0.345,0.668,1,"10","Jarid2"
"Gorasp23",0.000527678658711963,1.01308175897991,0.107,0.237,1,"10","Gorasp2"
"2900097C17Rik2",0.000528504130404578,0.716101528251145,0.066,0.171,1,"10","2900097C17Rik"
"Slc3a24",0.000528519515734945,1.03671984738448,0.122,0.264,1,"10","Slc3a2"
"Atg122",0.000530907848694313,0.485511310705819,0.051,0.146,1,"10","Atg12"
"Bop11",0.000531930919027991,0.469542657922484,0.01,0.077,1,"10","Bop1"
"Spryd33",0.000532043473143402,0.616972872849081,0.03,0.113,1,"10","Spryd3"
"Crbn3",0.000533170811943344,0.880952244998855,0.076,0.188,1,"10","Crbn"
"Cdc72",0.000534408974170327,0.793265120910931,0.03,0.113,1,"10","Cdc7"
"Akap72",0.000539717797666657,1.01343115733006,0.188,0.373,1,"10","Akap7"
"A730081D07Rik1",0.000539729125154158,0.567853080162848,0.046,0.138,1,"10","A730081D07Rik"
"Rsrp11",0.000546125803291706,0.340891978031936,0.401,0.786,1,"10","Rsrp1"
"Tnrc181",0.000547301709231167,0.800731482678925,0.239,0.466,1,"10","Tnrc18"
"Tmem220",0.000549053740855896,3.46935742632542,0.02,0.004,1,"10","Tmem220"
"Ugdh3",0.000549093301066722,1.03653386953838,0.056,0.155,1,"10","Ugdh"
"Bptf1",0.000550169114203617,0.767674272564214,0.32,0.644,1,"10","Bptf"
"Nebl4",0.000553093786646902,1.09163577255732,0.584,0.735,1,"10","Nebl"
"Pafah1b11",0.000555837186486405,0.432864285531854,0.401,0.796,1,"10","Pafah1b1"
"4933434E20Rik1",0.000556919712695428,0.860428522237464,0.071,0.179,1,"10","4933434E20Rik"
"Bcl2l121",0.000557440808152928,3.25359553096304,0.02,0.004,1,"10","Bcl2l12"
"Tet11",0.000559084714355862,0.363750857680855,0.081,0.194,1,"10","Tet1"
"Igsf34",0.000561286215063878,0.208602399792911,0.025,0.103,1,"10","Igsf3"
"Asap22",0.00056337190401079,1.17808874728799,0.193,0.387,1,"10","Asap2"
"Trim113",0.000563498208852074,0.918110517439696,0.046,0.138,1,"10","Trim11"
"Ccdc912",0.000568282482598013,1.15414258739502,0.107,0.239,1,"10","Ccdc91"
"Tshz12",0.000572183147123438,0.498453216661099,0.091,0.208,1,"10","Tshz1"
"Med172",0.000576946607114253,0.584401676028304,0.076,0.186,1,"10","Med17"
"Sin3a3",0.000577426797875255,0.54049976290275,0.081,0.194,1,"10","Sin3a"
"Vps13a4",0.000578057070176514,0.608675889950869,0.34,0.677,1,"10","Vps13a"
"Jak1",0.000584477012535336,0.969512223846386,0.193,0.386,1,"10","Jak1"
"Rock23",0.000584777210216555,0.640542247807258,0.376,0.719,1,"10","Rock2"
"Shld12",0.000585479982130584,0.847568630513048,0.066,0.17,1,"10","Shld1"
"Ifnar12",0.000586869496423969,2.70501910873273,0.208,0.147,1,"10","Ifnar1"
"Kmt2a3",0.000596515746600253,0.595753498936892,0.376,0.741,1,"10","Kmt2a"
"Bms12",0.000598334514500494,1.19752541038857,0.112,0.246,1,"10","Bms1"
"Borcs71",0.000601766989650729,0.214330929169953,0.02,0.094,1,"10","Borcs7"
"Cuedc22",0.000603597537589674,0.516288067970035,0.02,0.094,1,"10","Cuedc2"
"Cerkl3",0.00061249339810807,0.440442307014417,0.02,0.094,1,"10","Cerkl"
"Ascc12",0.000613829613514808,0.676871288820749,0.046,0.136,1,"10","Ascc1"
"Palmd2",0.000614905589624385,3.07151715452753,0.183,0.121,1,"10","Palmd"
"Ppp4r3a2",0.00061682031448436,1.09655595823654,0.208,0.414,1,"10","Ppp4r3a"
"Xrcc12",0.000616918911380472,0.108907575093204,0.025,0.102,1,"10","Xrcc1"
"Ywhab2",0.000617657652639105,1.14927604112503,0.122,0.263,1,"10","Ywhab"
"Samd4b3",0.00061864574360267,0.591021287282201,0.056,0.152,1,"10","Samd4b"
"Fam104a2",0.000620201153174158,0.792896773332085,0.061,0.161,1,"10","Fam104a"
"Il17d3",0.000620438954839491,0.116160450457361,0.02,0.094,1,"10","Il17d"
"Tmem95",0.000621861569478527,0.574751558934257,0.02,0.094,1,"10","Tmem9"
"Flnb2",0.000622124253852997,0.89994376249146,0.264,0.518,1,"10","Flnb"
"Ykt62",0.000625180335729246,0.196567899232783,0.041,0.127,1,"10","Ykt6"
"Tut71",0.00062698359926745,0.90287890960864,0.188,0.376,1,"10","Tut7"
"Fam76b",0.000629294530965139,1.19706811727675,0.162,0.333,1,"10","Fam76b"
"Mtfmt2",0.000634986581824604,0.145547306791397,0.025,0.102,1,"10","Mtfmt"
"Pigl1",0.000636169264873191,0.43630270835817,0.036,0.119,1,"10","Pigl"
"Fnip22",0.00063729242338884,0.733587070968702,0.198,0.387,1,"10","Fnip2"
"Riok21",0.000638232856976285,0.843039106159738,0.061,0.161,1,"10","Riok2"
"Dusp111",0.00063896938954507,1.1435671401776,0.188,0.377,1,"10","Dusp11"
"Abraxas21",0.000639681020677111,0.59743375383511,0.041,0.128,1,"10","Abraxas2"
"Chtop1",0.000640795432125855,0.674413028175289,0.081,0.194,1,"10","Chtop"
"Kmt2d1",0.000643157593708119,0.910580310224621,0.102,0.226,1,"10","Kmt2d"
"Tmem87a1",0.000645472500669329,0.611496491474641,0.203,0.396,1,"10","Tmem87a"
"4931406C07Rik1",0.000657189748597692,0.629903606703015,0.051,0.144,1,"10","4931406C07Rik"
"Cyth33",0.000660869927676719,2.43585714351047,0.355,0.35,1,"10","Cyth3"
"Ankle21",0.000665440332394162,1.29599033562197,0.112,0.246,1,"10","Ankle2"
"Klhl51",0.00066554453940649,2.45499411602073,0.259,0.206,1,"10","Klhl5"
"Malt11",0.000666816981508545,1.0513019178682,0.071,0.177,1,"10","Malt1"
"H2afy22",0.000670998248003233,0.329438409338193,0.03,0.111,1,"10","H2afy2"
"Ublcp12",0.000674326321055106,0.516290137569862,0.051,0.143,1,"10","Ublcp1"
"Ccni",0.000674858616712595,0.885950745871131,0.142,0.295,1,"10","Ccni"
"Ccdc102a1",0.000677731277738249,4.48184538130571,0.015,0.002,1,"10","Ccdc102a"
"Trim16",0.000677731277738249,5.64994612750622,0.015,0.002,1,"10","Trim16"
"Tbl1x2",0.000679232872031799,0.769441296005436,0.294,0.573,1,"10","Tbl1x"
"Eid1",0.000679374058322123,0.305396668188763,0.036,0.119,1,"10","Eid1"
"Adamts13",0.000680667823673667,3.3311806557484,0.046,0.015,1,"10","Adamts1"
"Cir12",0.000681854508910625,1.16043573118246,0.102,0.227,1,"10","Cir1"
"Car131",0.000684127677428035,3.7327659231553,0.015,0.002,1,"10","Car13"
"Fbxl8",0.000684127677428035,4.19951291411677,0.015,0.002,1,"10","Fbxl8"
"Grem24",0.000684923483980789,1.50092376590915,0.056,0.153,1,"10","Grem2"
"Taco1",0.000685231992451185,0.369730780918359,0.371,0.718,1,"10","Taco1"
"Bag42",0.000685582636260066,0.144101348309772,0.051,0.143,1,"10","Bag4"
"Mrpl413",0.000687321009263407,0.340181863418567,0.025,0.102,1,"10","Mrpl41"
"Zbtb37",0.000688585480457111,0.957594054736309,0.071,0.177,1,"10","Zbtb37"
"Zscan262",0.000702295849987533,0.879137123382106,0.107,0.234,1,"10","Zscan26"
"BC0040041",0.000705930535920939,0.32987749008262,0.056,0.151,1,"10","BC004004"
